12 ; Assemblée Nationale ; Solférino ; 0.0
12 ; Solférino ; Rue du Bac ; 0.0
12 ; Rue du Bac ; Sèvres - Babylone ; 0.0
12 ; Sèvres - Babylone ; Rennes ; 0.0
12 ; Rennes ; Notre-Dame-des-Champs ; 0.0
12 ; Notre-Dame-des-Champs ; Montparnasse - Bienvenüe ; 0.0
12 ; Montparnasse - Bienvenüe ; Falguière ; 0.0
12 ; Falguière ; Pasteur ; 0.0
12 ; Pasteur ; Volontaires ; 0.0
12 ; Volontaires ; Vaugirard ; 0.0
12 ; Vaugirard ; Convention ; 0.0
12 ; Convention ; Porte de Versailles ; 0.0
12 ; Porte de Versailles ; Corentin Celton ; 0.0
12 ; Corentin Celton ; Mairie d'Issy ; 0.0
13 ; Asnières-Gennevilliers - Les Courtilles ; Les Agnettes ; 0.0
13 ; Les Agnettes ; Gabriel Péri ; 0.0
13 ; Gabriel Péri ; Mairie de Clichy ; 0.0
13 ; Mairie de Clichy ; Porte de Clichy ; 0.0
13 ; Porte de Clichy ; Brochant ; 0.0
13 ; Saint-Denis - Université ; Basilique de Saint-Denis ; 0.0
13 ; Basilique de Saint-Denis ; Saint-Denis - Porte de Paris ; 0.0
13 ; Saint-Denis - Porte de Paris ; Carrefour Pleyel ; 0.0
13 ; Carrefour Pleyel ; Mairie de Saint-Ouen ; 0.0
13 ; Mairie de Saint-Ouen ; Garibaldi ; 0.0
13 ; Garibaldi ; Porte de Saint-Ouen ; 0.0
13 ; Brochant ; La Fourche ; 0.0
13 ; La Fourche ; Guy Môquet ; 0.0
13 ; Guy Môquet ; Porte de Saint-Ouen ; 0.0
13 ; La Fourche ; Place de Clichy ; 0.0
13 ; Place de Clichy ; Liège ; 0.0
13 ; Liège ; Saint-Lazare ; 0.0
13 ; Saint-Lazare ; Miromesnil ; 0.0
13 ; Miromesnil ; Champs-Élysées - Clemenceau ; 0.0
13 ; Champs-Élysées - Clemenceau ; Invalides ; 0.0
13 ; Invalides ; Varenne ; 0.0
13 ; Varenne ; Saint-François-Xavier ; 0.0
13 ; Saint-François-Xavier ; Duroc ; 0.0
13 ; Duroc ; Montparnasse - Bienvenüe ; 0.0
13 ; Montparnasse - Bienvenüe ; Gaîté ; 0.0
13 ; Gaîté ; Pernety ; 0.0
13 ; Pernety ; Plaisance ; 0.0
13 ; Plaisance ; Porte de Vanves ; 0.0
13 ; Porte de Vanves ; Malakoff - Plateau de Vanves ; 0.0
13 ; Malakoff - Plateau de Vanves ; Malakoff - Rue Étienne Dolet ; 0.0
13 ; Malakoff - Rue Étienne Dolet ; Châtillon - Montrouge ; 0.0
14 ; Mairie de Saint-Ouen ; Porte de Clichy ; 0.0
14 ; Porte de Clichy ; Pont Cardinet ; 0.0
14 ; Pont Cardinet ; Saint-Lazare ; 0.0
14 ; Saint-Lazare ; Madeleine ; 0.0
14 ; Madeleine ; Pyramides ; 0.0
14 ; Pyramides ; Châtelet ; 0.0
14 ; Châtelet ; Gare de Lyon ; 0.0
14 ; Gare de Lyon ; Bercy ; 0.0
14 ; Bercy ; Cour Saint-Émilion ; 0.0
14 ; Cour Saint-Émilion ; Bibliothèque François Mitterrand ; 0.0
14 ; Bibliothèque François Mitterrand ; Olympiades ; 0.0
